Period,Max Age,End Date,Growth,Earnings Estimate Avg,Earnings Estimate Low,Earnings Estimate High,Earnings Estimate Year Ago Eps,Earnings Estimate Number Of Analysts,Earnings Estimate Growth,Revenue Estimate Avg,Revenue Estimate Low,Revenue Estimate High,Revenue Estimate Number Of Analysts,Revenue Estimate Year Ago Revenue,Revenue Estimate Growth,Eps Trend Current,Eps Trend 7Days Ago,Eps Trend 30Days Ago,Eps Trend 60Days Ago,Eps Trend 90Days Ago,Eps Revisions Up Last7Days,Eps Revisions Up Last30Days,Eps Revisions Down Last30Days,Eps Revisions Down Last90Days
0Q,1,2022-06-30,7.9579997,2.15,1.38,3.05,0.24,12.0,7.9579997,2318970000.0,1651260000.0,2774000000.0,7.0,,,2.15,2.16,2.03,1.33,1.21,0.0,6.0,0.0,
+1Q,1,2022-09-30,7.964,2.51,1.86,3.21,0.28,12.0,7.964,2484850000.0,1826940000.0,3064000000.0,7.0,,,2.51,2.58,2.15,1.55,1.46,0.0,8.0,0.0,
0Y,1,2022-12-31,2.9,8.54,7.02,10.12,2.19,16.0,2.9,9886280000.0,7582040000.0,11389000000.0,6.0,7583000000.0,0.304,8.54,8.6,7.68,5.49,5.09,1.0,11.0,0.0,
+1Y,1,2023-12-31,0.16399999,9.94,7.89,14.75,8.54,15.0,0.16399999,10346100000.0,7824400000.0,12354400000.0,7.0,9886280000.0,0.047,9.94,9.82,7.66,5.85,5.9,0.0,11.0,1.0,
+5Y,1,,0.6831,,,,,,,,,,,,,,,,,,,,,
-5Y,1,,-0.17728001,,,,,,,,,,,,,,,,,,,,,
