Period,Max Age,End Date,Growth,Earnings Estimate Avg,Earnings Estimate Low,Earnings Estimate High,Earnings Estimate Year Ago Eps,Earnings Estimate Number Of Analysts,Earnings Estimate Growth,Revenue Estimate Avg,Revenue Estimate Low,Revenue Estimate High,Revenue Estimate Number Of Analysts,Revenue Estimate Year Ago Revenue,Revenue Estimate Growth,Eps Trend Current,Eps Trend 7Days Ago,Eps Trend 30Days Ago,Eps Trend 60Days Ago,Eps Trend 90Days Ago,Eps Revisions Up Last7Days,Eps Revisions Up Last30Days,Eps Revisions Down Last30Days,Eps Revisions Down Last90Days
0Q,1,2022-05-31,0.096999995,0.79,0.76,0.86,0.72,17.0,0.096999995,1107680000.0,1094000000.0,1148800000.0,13.0,1029200000.0,0.076,0.79,0.79,0.79,0.79,0.79,0.0,0.0,0.0,
+1Q,1,2022-08-31,0.09,0.97,0.93,1.0,0.89,13.0,0.09,1153930000.0,1141440000.0,1172300000.0,8.0,,,0.97,0.97,0.97,0.94,0.94,0.0,0.0,0.0,
0Y,1,2022-05-31,0.234,3.75,3.72,3.79,3.04,17.0,0.234,4543900000.0,4058000000.0,4616200000.0,17.0,4056800000.0,0.12,3.75,3.75,3.75,3.63,3.63,0.0,0.0,1.0,
+1Y,1,2023-05-31,0.083000004,4.06,3.8,4.24,3.75,19.0,0.083000004,4883750000.0,4550000000.0,4997000000.0,18.0,4543900000.0,0.075,4.06,4.06,4.06,3.9,3.9,0.0,0.0,1.0,
+5Y,1,,0.13319999,,,,,,,,,,,,,,,,,,,,,
-5Y,1,,0.105459996,,,,,,,,,,,,,,,,,,,,,
