Period,Max Age,End Date,Growth,Earnings Estimate Avg,Earnings Estimate Low,Earnings Estimate High,Earnings Estimate Year Ago Eps,Earnings Estimate Number Of Analysts,Earnings Estimate Growth,Revenue Estimate Avg,Revenue Estimate Low,Revenue Estimate High,Revenue Estimate Number Of Analysts,Revenue Estimate Year Ago Revenue,Revenue Estimate Growth,Eps Trend Current,Eps Trend 7Days Ago,Eps Trend 30Days Ago,Eps Trend 60Days Ago,Eps Trend 90Days Ago,Eps Revisions Up Last7Days,Eps Revisions Up Last30Days,Eps Revisions Down Last30Days,Eps Revisions Down Last90Days
0Q,1,2022-06-30,0.161,2.02,1.9,2.19,1.74,10.0,0.161,5302710000.0,5142880000.0,5446250000.0,10.0,4783740000.0,0.108,2.02,2.02,1.96,1.96,1.94,0.0,9.0,0.0,
+1Q,1,2022-09-30,0.101,2.07,2.04,2.12,1.88,10.0,0.101,5331350000.0,5245680000.0,5430550000.0,10.0,4818850000.0,0.106000006,2.07,2.07,2.04,2.06,2.04,0.0,6.0,0.0,
0Y,1,2022-12-31,0.133,7.83,7.76,7.9,6.91,11.0,0.133,21173200000.0,21021500000.0,21554900000.0,10.0,18870500000.0,0.122,7.83,7.83,7.59,7.59,7.36,0.0,12.0,0.0,
+1Y,1,2023-12-31,0.063,8.32,8.11,8.45,7.83,12.0,0.063,21885100000.0,21407400000.0,23108400000.0,10.0,21173200000.0,0.034,8.32,8.32,8.16,8.16,7.79,0.0,11.0,0.0,
+5Y,1,,0.046,,,,,,,,,,,,,,,,,,,,,
-5Y,1,,0.057789996,,,,,,,,,,,,,,,,,,,,,
