Period,Max Age,End Date,Growth,Earnings Estimate Avg,Earnings Estimate Low,Earnings Estimate High,Earnings Estimate Year Ago Eps,Earnings Estimate Number Of Analysts,Earnings Estimate Growth,Revenue Estimate Avg,Revenue Estimate Low,Revenue Estimate High,Revenue Estimate Number Of Analysts,Revenue Estimate Year Ago Revenue,Revenue Estimate Growth,Eps Trend Current,Eps Trend 7Days Ago,Eps Trend 30Days Ago,Eps Trend 60Days Ago,Eps Trend 90Days Ago,Eps Revisions Up Last7Days,Eps Revisions Up Last30Days,Eps Revisions Down Last30Days,Eps Revisions Down Last90Days
0Q,1,2022-04-30,-0.269,1.63,1.47,1.92,2.23,21.0,-0.269,10444900000.0,9821000000.0,11041000000.0,20.0,,,1.63,1.63,1.64,1.64,1.64,0.0,0.0,1.0,
+1Q,1,2022-07-31,-0.285,2.13,1.86,2.49,2.98,21.0,-0.285,11169500000.0,10847600000.0,11528000000.0,20.0,,,2.13,2.13,2.14,2.13,2.15,0.0,1.0,1.0,
0Y,1,2023-01-31,-0.103,8.98,8.72,9.3,10.01,26.0,-0.103,50230600000.0,49378700000.0,50760000000.0,26.0,51761000000.0,-0.03,8.98,8.98,8.99,9.0,9.29,0.0,0.0,1.0,
+1Y,1,2024-01-31,0.175,10.55,9.81,11.23,8.98,26.0,0.175,52050500000.0,50840800000.0,53023000000.0,26.0,50230600000.0,0.036,10.55,10.55,10.55,10.55,10.17,0.0,1.0,1.0,
+5Y,1,,0.079,,,,,,,,,,,,,,,,,,,,,
-5Y,1,,0.24228,,,,,,,,,,,,,,,,,,,,,
