Period,Max Age,End Date,Growth,Earnings Estimate Avg,Earnings Estimate Low,Earnings Estimate High,Earnings Estimate Year Ago Eps,Earnings Estimate Number Of Analysts,Earnings Estimate Growth,Revenue Estimate Avg,Revenue Estimate Low,Revenue Estimate High,Revenue Estimate Number Of Analysts,Revenue Estimate Year Ago Revenue,Revenue Estimate Growth,Eps Trend Current,Eps Trend 7Days Ago,Eps Trend 30Days Ago,Eps Trend 60Days Ago,Eps Trend 90Days Ago,Eps Revisions Up Last7Days,Eps Revisions Up Last30Days,Eps Revisions Down Last30Days,Eps Revisions Down Last90Days
0Q,1,2022-06-30,0.085,3.46,3.34,3.61,3.19,26.0,0.085,3866760000.0,3771000000.0,3959000000.0,23.0,3601560000.0,0.074,3.46,3.46,3.5,3.51,3.51,0.0,7.0,0.0,
+1Q,1,2022-09-30,0.077,2.1,1.98,2.19,1.95,26.0,0.077,3248520000.0,3202300000.0,3400000000.0,23.0,,,2.1,2.1,2.13,2.13,2.13,0.0,2.0,0.0,
0Y,1,2022-12-31,0.107,9.53,9.35,9.78,8.61,31.0,0.107,13839800000.0,13581000000.0,14115500000.0,28.0,12731100000.0,0.087,9.53,9.53,9.4,9.41,9.4,1.0,28.0,0.0,
+1Y,1,2023-12-31,0.088,10.37,9.9,10.82,9.53,31.0,0.088,14676100000.0,14351000000.0,15245700000.0,27.0,13839800000.0,0.06,10.37,10.36,10.26,10.27,10.25,1.0,24.0,0.0,
+5Y,1,,0.144,,,,,,,,,,,,,,,,,,,,,
-5Y,1,,0.12548,,,,,,,,,,,,,,,,,,,,,
