Period,Max Age,End Date,Growth,Earnings Estimate Avg,Earnings Estimate Low,Earnings Estimate High,Earnings Estimate Year Ago Eps,Earnings Estimate Number Of Analysts,Earnings Estimate Growth,Revenue Estimate Avg,Revenue Estimate Low,Revenue Estimate High,Revenue Estimate Number Of Analysts,Revenue Estimate Year Ago Revenue,Revenue Estimate Growth,Eps Trend Current,Eps Trend 7Days Ago,Eps Trend 30Days Ago,Eps Trend 60Days Ago,Eps Trend 90Days Ago,Eps Revisions Up Last7Days,Eps Revisions Up Last30Days,Eps Revisions Down Last30Days,Eps Revisions Down Last90Days
0Q,1,2022-06-30,0.25,0.05,0.01,0.08,0.04,8.0,0.25,367670000.0,353000000.0,376530000.0,13.0,309116000.0,0.189,0.05,0.04,0.04,0.04,0.08,0.0,1.0,1.0,
+1Q,1,2022-09-30,0.0,0.06,0.03,0.1,0.06,8.0,0.0,378420000.0,365750000.0,389000000.0,13.0,329770000.0,0.148,0.06,0.06,0.06,0.06,0.09,0.0,1.0,1.0,
0Y,1,2022-12-31,-0.52099997,0.23,0.11,0.33,0.48,8.0,-0.52099997,1483180000.0,1417680000.0,1517000000.0,16.0,1284670000.0,0.155,0.23,0.21,0.21,0.19,0.31,0.0,1.0,1.0,
+1Y,1,2023-12-31,0.826,0.42,0.27,0.53,0.23,8.0,0.826,1584380000.0,1467220000.0,1658000000.0,16.0,1483180000.0,0.068,0.42,0.4,0.4,0.38,0.39,0.0,2.0,0.0,
+5Y,1,,-0.3421,,,,,,,,,,,,,,,,,,,,,
-5Y,1,,-0.11802,,,,,,,,,,,,,,,,,,,,,
