Period,Max Age,End Date,Growth,Earnings Estimate Avg,Earnings Estimate Low,Earnings Estimate High,Earnings Estimate Year Ago Eps,Earnings Estimate Number Of Analysts,Earnings Estimate Growth,Revenue Estimate Avg,Revenue Estimate Low,Revenue Estimate High,Revenue Estimate Number Of Analysts,Revenue Estimate Year Ago Revenue,Revenue Estimate Growth,Eps Trend Current,Eps Trend 7Days Ago,Eps Trend 30Days Ago,Eps Trend 60Days Ago,Eps Trend 90Days Ago,Eps Revisions Up Last7Days,Eps Revisions Up Last30Days,Eps Revisions Down Last30Days,Eps Revisions Down Last90Days
0Q,1,2022-06-30,0.0,0.76,0.52,0.98,0.76,16.0,0.0,695380000.0,663700000.0,730400000.0,16.0,595100000.0,0.169,0.76,0.76,0.78,0.78,0.8,0.0,6.0,0.0,
+1Q,1,2022-09-30,0.146,1.02,0.87,1.15,0.89,16.0,0.146,761910000.0,729700000.0,789220000.0,16.0,650200000.0,0.172,1.02,1.02,0.98,0.98,0.98,0.0,11.0,0.0,
0Y,1,2022-12-31,0.237,3.29,3.01,3.57,2.66,17.0,0.237,2917900000.0,2843800000.0,2983750000.0,19.0,2448500000.0,0.192,3.29,3.3,3.44,3.44,3.54,0.0,5.0,0.0,
+1Y,1,2023-12-31,0.41,4.64,3.99,5.69,3.29,16.0,0.41,3499420000.0,3337900000.0,3690200000.0,18.0,2917900000.0,0.199,4.64,4.63,4.77,4.78,4.87,0.0,7.0,0.0,
+5Y,1,,0.31,,,,,,,,,,,,,,,,,,,,,
-5Y,1,,,,,,,,,,,,,,,,,,,,,,,
