Period,Max Age,End Date,Growth,Earnings Estimate Avg,Earnings Estimate Low,Earnings Estimate High,Earnings Estimate Year Ago Eps,Earnings Estimate Number Of Analysts,Earnings Estimate Growth,Revenue Estimate Avg,Revenue Estimate Low,Revenue Estimate High,Revenue Estimate Number Of Analysts,Revenue Estimate Year Ago Revenue,Revenue Estimate Growth,Eps Trend Current,Eps Trend 7Days Ago,Eps Trend 30Days Ago,Eps Trend 60Days Ago,Eps Trend 90Days Ago,Eps Revisions Up Last7Days,Eps Revisions Up Last30Days,Eps Revisions Down Last30Days,Eps Revisions Down Last90Days
0Q,1,2022-06-30,0.273,0.98,0.83,1.3,0.77,16.0,0.273,6796880000.0,6275980000.0,7406230000.0,8.0,5766970000.0,0.17899999,0.98,0.99,1.02,1.01,0.94,0.0,4.0,1.0,
+1Q,1,2022-09-30,0.09,0.97,0.73,1.46,0.89,16.0,0.09,7107820000.0,6488970000.0,8018810000.0,7.0,,,0.97,0.97,1.03,1.01,0.95,1.0,5.0,0.0,
0Y,1,2022-12-31,0.265,3.96,3.38,5.29,3.13,15.0,0.265,27150700000.0,24825000000.0,30610700000.0,16.0,22845000000.0,0.188,3.96,3.96,3.99,3.89,3.73,1.0,7.0,0.0,
+1Y,1,2023-12-31,-0.237,3.02,1.74,5.4,3.96,18.0,-0.237,26060000000.0,22065000000.0,31990200000.0,16.0,27150700000.0,-0.04,3.02,3.07,3.25,3.15,3.04,1.0,5.0,0.0,
+5Y,1,,-0.349,,,,,,,,,,,,,,,,,,,,,
-5Y,1,,-0.09789,,,,,,,,,,,,,,,,,,,,,
