Period,Max Age,End Date,Growth,Earnings Estimate Avg,Earnings Estimate Low,Earnings Estimate High,Earnings Estimate Year Ago Eps,Earnings Estimate Number Of Analysts,Earnings Estimate Growth,Revenue Estimate Avg,Revenue Estimate Low,Revenue Estimate High,Revenue Estimate Number Of Analysts,Revenue Estimate Year Ago Revenue,Revenue Estimate Growth,Eps Trend Current,Eps Trend 7Days Ago,Eps Trend 30Days Ago,Eps Trend 60Days Ago,Eps Trend 90Days Ago,Eps Revisions Up Last7Days,Eps Revisions Up Last30Days,Eps Revisions Down Last30Days,Eps Revisions Down Last90Days
0Q,1,2022-06-30,0.139,0.82,0.82,0.83,0.72,6.0,0.139,6436950000.0,6034730000.0,6664460000.0,6.0,,,0.82,0.89,0.93,0.93,0.89,0.0,0.0,2.0,
+1Q,1,2022-09-30,0.195,0.92,0.87,0.95,0.77,6.0,0.195,6527640000.0,6083240000.0,6746260000.0,6.0,5627600000.0,0.16,0.92,0.98,1.0,1.0,0.96,0.0,0.0,2.0,
0Y,1,2022-09-30,0.22299999,2.85,2.8,2.89,2.33,8.0,0.22299999,24501000000.0,24352000000.0,24787700000.0,7.0,20833100000.0,0.176,2.85,2.97,3.01,3.0,2.87,0.0,0.0,3.0,
+1Y,1,2023-09-30,0.253,3.57,3.23,3.77,2.85,8.0,0.253,26097300000.0,25802700000.0,26672500000.0,7.0,24501000000.0,0.065,3.57,3.63,3.64,3.64,3.48,0.0,0.0,3.0,
+5Y,1,,0.19549999,,,,,,,,,,,,,,,,,,,,,
-5Y,1,,-0.00262,,,,,,,,,,,,,,,,,,,,,
