Period,Max Age,End Date,Growth,Earnings Estimate Avg,Earnings Estimate Low,Earnings Estimate High,Earnings Estimate Year Ago Eps,Earnings Estimate Number Of Analysts,Earnings Estimate Growth,Revenue Estimate Avg,Revenue Estimate Low,Revenue Estimate High,Revenue Estimate Number Of Analysts,Revenue Estimate Year Ago Revenue,Revenue Estimate Growth,Eps Trend Current,Eps Trend 7Days Ago,Eps Trend 30Days Ago,Eps Trend 60Days Ago,Eps Trend 90Days Ago,Eps Revisions Up Last7Days,Eps Revisions Up Last30Days,Eps Revisions Down Last30Days,Eps Revisions Down Last90Days
0Q,1,2022-06-30,0.13,0.52,0.5,0.59,0.46,15.0,0.13,1403480000.0,1390000000.0,1430370000.0,11.0,,,0.52,0.55,0.56,0.57,0.57,0.0,0.0,9.0,
+1Q,1,2022-09-30,0.088,0.62,0.58,0.64,0.57,15.0,0.088,1467340000.0,1453350000.0,1485410000.0,11.0,1276460000.0,0.15,0.62,0.62,0.63,0.63,0.61,3.0,4.0,6.0,
0Y,1,2022-12-31,0.11,2.32,2.24,2.41,2.09,16.0,0.11,5763740000.0,5689000000.0,5817000000.0,15.0,5152400000.0,0.118999995,2.32,2.31,2.32,2.33,2.32,5.0,6.0,3.0,
+1Y,1,2023-12-31,0.138,2.64,2.47,2.78,2.32,16.0,0.138,6142680000.0,5955000000.0,6410000000.0,15.0,5763740000.0,0.066,2.64,2.62,2.63,2.64,2.63,4.0,9.0,4.0,
+5Y,1,,0.188,,,,,,,,,,,,,,,,,,,,,
-5Y,1,,,,,,,,,,,,,,,,,,,,,,,
