Period,Max Age,End Date,Growth,Earnings Estimate Avg,Earnings Estimate Low,Earnings Estimate High,Earnings Estimate Year Ago Eps,Earnings Estimate Number Of Analysts,Earnings Estimate Growth,Revenue Estimate Avg,Revenue Estimate Low,Revenue Estimate High,Revenue Estimate Number Of Analysts,Revenue Estimate Year Ago Revenue,Revenue Estimate Growth,Eps Trend Current,Eps Trend 7Days Ago,Eps Trend 30Days Ago,Eps Trend 60Days Ago,Eps Trend 90Days Ago,Eps Revisions Up Last7Days,Eps Revisions Up Last30Days,Eps Revisions Down Last30Days,Eps Revisions Down Last90Days
0Q,1,2022-06-30,-0.266,4.74,2.02,5.88,6.46,13.0,-0.266,4229420000.0,2544000000.0,5043400000.0,11.0,4354000000.0,-0.029000001,4.74,5.05,4.9,4.74,7.15,3.0,5.0,4.0,
+1Q,1,2022-09-30,-0.065,7.2,4.96,13.09,7.7,13.0,-0.065,6013350000.0,4615000000.0,10439500000.0,11.0,6207270000.0,-0.031,7.2,7.56,8.3,7.71,6.75,1.0,3.0,6.0,
0Y,1,2022-12-31,-0.019,27.75,23.8,31.59,28.29,19.0,-0.019,21994100000.0,20540600000.0,25862000000.0,19.0,18471000000.0,0.191,27.75,26.9,27.12,27.15,28.32,7.0,10.0,1.0,
+1Y,1,2023-12-31,-0.688,8.67,-4.4,20.79,27.75,19.0,-0.688,10348700000.0,3988000000.0,18212000000.0,18.0,21994100000.0,-0.52900004,8.67,8.65,10.0,10.13,13.64,2.0,4.0,4.0,
+5Y,1,,-1.6539999,,,,,,,,,,,,,,,,,,,,,
-5Y,1,,,,,,,,,,,,,,,,,,,,,,,
