Period,Max Age,End Date,Growth,Earnings Estimate Avg,Earnings Estimate Low,Earnings Estimate High,Earnings Estimate Year Ago Eps,Earnings Estimate Number Of Analysts,Earnings Estimate Growth,Revenue Estimate Avg,Revenue Estimate Low,Revenue Estimate High,Revenue Estimate Number Of Analysts,Revenue Estimate Year Ago Revenue,Revenue Estimate Growth,Eps Trend Current,Eps Trend 7Days Ago,Eps Trend 30Days Ago,Eps Trend 60Days Ago,Eps Trend 90Days Ago,Eps Revisions Up Last7Days,Eps Revisions Up Last30Days,Eps Revisions Down Last30Days,Eps Revisions Down Last90Days
0Q,1,2022-06-30,-0.792,0.05,-0.05,0.18,0.24,20.0,-0.792,1354990000.0,1304000000.0,1511000000.0,19.0,1351530000.0,0.003,0.05,0.12,0.12,0.13,0.21,1.0,1.0,12.0,
+1Q,1,2022-09-30,-0.129,0.27,0.19,0.39,0.31,21.0,-0.129,1630480000.0,1572000000.0,1737700000.0,19.0,,,0.27,0.29,0.29,0.29,0.31,3.0,2.0,10.0,
0Y,1,2023-03-31,0.015,0.69,0.55,0.92,0.68,24.0,0.015,6114300000.0,5907100000.0,6603400000.0,23.0,5727220000.0,0.068,0.69,0.83,0.82,0.82,0.0,2.0,2.0,16.0,
+1Y,1,2024-03-31,0.261,0.87,0.68,1.08,0.69,22.0,0.261,6515650000.0,6078000000.0,7034200000.0,23.0,6114300000.0,0.066,0.87,0.98,0.98,1.0,0.0,1.0,1.0,13.0,
+5Y,1,,0.118599996,,,,,,,,,,,,,,,,,,,,,
-5Y,1,,0.08224,,,,,,,,,,,,,,,,,,,,,
