Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-19,38.0,43.0,38.0,42.0,129900,0,0
2022-01-20,40.95000076293945,48.369998931884766,40.95000076293945,45.0,153400,0,0
2022-01-21,43.0,49.95000076293945,42.95000076293945,45.0,329500,0,0
2022-01-24,44.91999816894531,45.0,41.880001068115234,42.79999923706055,110000,0,0
2022-01-25,42.5,44.91999816894531,41.33000183105469,41.89799880981445,23500,0,0
2022-01-26,45.0099983215332,45.060001373291016,42.25,43.220001220703125,90500,0,0
2022-01-27,47.2599983215332,49.619998931884766,43.75,45.7599983215332,151600,0,0
2022-01-28,44.54999923706055,47.599998474121094,44.150001525878906,46.75,43600,0,0
2022-01-31,46.0,48.0,46.0,48.0,71300,0,0
2022-02-01,47.5,50.0,47.04999923706055,49.779998779296875,298800,0,0
2022-02-02,50.03499984741211,56.22999954223633,49.79999923706055,53.0099983215332,23860900,0,0
2022-02-03,52.189998626708984,56.56999969482422,50.29999923706055,53.619998931884766,8425500,0,0
2022-02-04,52.599998474121094,54.33000183105469,50.119998931884766,50.13999938964844,6757800,0,0
2022-02-07,50.0,50.040000915527344,46.0,46.06999969482422,9432500,0,0
2022-02-08,45.130001068115234,47.560001373291016,44.16999816894531,45.5,7277500,0,0
2022-02-09,44.75,47.45000076293945,43.880001068115234,47.310001373291016,4393100,0,0
2022-02-10,45.5099983215332,48.5,45.380001068115234,47.04999923706055,2450000,0,0
2022-02-11,46.7599983215332,48.90999984741211,46.060001373291016,48.09000015258789,3456800,0,0
2022-02-14,48.189998626708984,49.0,46.9900016784668,48.11000061035156,2155000,0,0
2022-02-15,47.70000076293945,48.45000076293945,47.20000076293945,48.0,2359800,0,0
2022-02-16,47.720001220703125,48.470001220703125,46.95000076293945,47.20000076293945,5855300,0,0
2022-02-17,46.31999969482422,47.08000183105469,45.189998626708984,45.290000915527344,3142600,0,0
2022-02-18,45.150001525878906,45.900001525878906,44.79999923706055,45.40999984741211,2018700,0,0
2022-02-22,45.40999984741211,45.68000030517578,43.4900016784668,43.540000915527344,2611100,0,0
2022-02-23,43.689998626708984,43.9900016784668,42.18000030517578,43.09000015258789,2791200,0,0
2022-02-24,43.150001525878906,44.59000015258789,42.220001220703125,44.31999969482422,2447900,0,0
2022-02-25,44.29999923706055,44.93000030517578,43.7400016784668,43.90999984741211,2040700,0,0
2022-02-28,43.29999923706055,46.619998931884766,42.459999084472656,45.97999954223633,5534900,0,0
2022-03-01,45.619998931884766,48.04999923706055,45.349998474121094,47.790000915527344,4212900,0,0
2022-03-02,48.0,50.29999923706055,47.33000183105469,49.459999084472656,3517100,0,0
2022-03-03,49.81999969482422,50.33000183105469,47.547000885009766,49.52000045776367,2072200,0,0
2022-03-04,49.16999816894531,51.040000915527344,48.25,51.0,2544600,0,0
2022-03-07,51.060001373291016,52.58000183105469,49.869998931884766,51.650001525878906,2726900,0,0
2022-03-08,51.18000030517578,55.31999969482422,50.849998474121094,52.31999969482422,3873700,0,0
2022-03-09,52.439998626708984,53.68000030517578,50.59000015258789,51.33000183105469,3050600,0,0
2022-03-10,50.56999969482422,51.63999938964844,49.27000045776367,51.31999969482422,2692700,0,0
2022-03-11,51.41999816894531,51.84000015258789,48.290000915527344,49.31999969482422,3034100,0,0
2022-03-14,51.86000061035156,51.86000061035156,48.59000015258789,50.95000076293945,2916600,0,0
2022-03-15,51.34000015258789,51.59000015258789,49.900001525878906,51.290000915527344,2117400,0,0
2022-03-16,51.709999084472656,52.400001525878906,50.349998474121094,51.77000045776367,2989800,0,0
2022-03-17,51.880001068115234,52.709999084472656,50.90999984741211,50.9900016784668,2244600,0,0
2022-03-18,50.650001525878906,51.40999984741211,48.880001068115234,49.0099983215332,9663900,0,0
2022-03-21,48.90999984741211,49.43000030517578,48.599998474121094,49.220001220703125,2452000,0,0
2022-03-22,50.349998474121094,52.04999923706055,50.0099983215332,51.13999938964844,3841900,0,0
2022-03-23,50.70000076293945,51.77000045776367,50.70000076293945,50.9900016784668,2396200,0,0
2022-03-24,51.18000030517578,52.58000183105469,50.766998291015625,52.40999984741211,2335200,0,0
2022-03-25,52.2400016784668,53.81999969482422,52.029998779296875,53.79999923706055,2441200,0,0
2022-03-28,54.380001068115234,56.849998474121094,54.04999923706055,56.779998779296875,3127000,0,0
2022-03-29,57.0,57.38999938964844,54.630001068115234,56.33000183105469,2201300,0,0
2022-03-30,56.16999816894531,57.790000915527344,55.70000076293945,57.5,1934100,0,0
2022-03-31,58.34000015258789,59.08000183105469,55.779998779296875,56.25,3817600,0,0
2022-04-01,56.36000061035156,58.29999923706055,55.70000076293945,58.02000045776367,2156500,0,0
2022-04-04,58.36000061035156,58.70000076293945,57.529998779296875,58.380001068115234,1885100,0,0
2022-04-05,58.650001525878906,60.31999969482422,58.45000076293945,59.0,2143100,0,0
2022-04-06,58.900001525878906,60.08000183105469,58.369998931884766,59.599998474121094,2559400,0,0
2022-04-07,59.7599983215332,61.06999969482422,59.349998474121094,60.90999984741211,3925800,0,0
2022-04-08,61.220001220703125,64.9000015258789,60.900001525878906,64.0199966430664,4762100,0,0
2022-04-11,64.18000030517578,64.66200256347656,60.40999984741211,60.68000030517578,3487700,0,0
2022-04-12,61.0,63.209999084472656,60.880001068115234,61.869998931884766,2553000,0,0
2022-04-13,62.040000915527344,64.55000305175781,61.75,64.19999694824219,3405700,0,0
2022-04-14,64.12000274658203,64.72000122070312,62.180999755859375,62.54999923706055,1860100,0,0
2022-04-18,62.290000915527344,64.16999816894531,62.290000915527344,63.310001373291016,1216800,0,0
2022-04-19,63.630001068115234,66.88999938964844,62.880001068115234,66.70999908447266,2078800,0,0
2022-04-20,67.81999969482422,68.68000030517578,65.06500244140625,65.41000366210938,2182800,0,0
2022-04-21,65.0,66.30000305175781,62.150001525878906,62.66999816894531,2493700,0,0
2022-04-22,62.5,64.45600128173828,62.290000915527344,62.43000030517578,2030500,0,0
2022-04-25,62.36000061035156,62.84000015258789,59.439998626708984,62.27000045776367,2261600,0,0
2022-04-26,61.79999923706055,62.220001220703125,59.90999984741211,59.95000076293945,2136500,0,0
2022-04-27,60.0099983215332,61.189998626708984,59.72999954223633,60.09000015258789,1991600,0,0
2022-04-28,60.220001220703125,61.349998474121094,58.79999923706055,61.310001373291016,3354600,0,0
2022-04-29,61.5,61.86000061035156,59.150001525878906,59.209999084472656,2578400,0,0
2022-05-02,59.29999923706055,59.9900016784668,56.900001525878906,58.20000076293945,2488200,0,0
2022-05-03,58.45000076293945,60.45000076293945,58.45000076293945,59.70000076293945,2224200,0,0
2022-05-04,60.119998931884766,62.29499816894531,59.84299850463867,61.810001373291016,2628900,0,0
2022-05-05,61.220001220703125,61.9900016784668,59.16999816894531,60.15999984741211,1946800,0,0
2022-05-06,60.2599983215332,61.22999954223633,58.70000076293945,60.27000045776367,2858500,0,0
2022-05-09,60.56999969482422,60.56999969482422,56.56999969482422,57.619998931884766,2193700,0,0
2022-05-10,58.25,59.869998931884766,56.73500061035156,57.040000915527344,2156200,0,0
2022-05-11,57.11000061035156,59.029998779296875,56.529998779296875,57.369998931884766,1877000,0,0
2022-05-12,57.310001373291016,57.849998474121094,53.08000183105469,53.470001220703125,3785600,0,0
2022-05-13,54.529998779296875,55.9010009765625,53.630001068115234,54.61000061035156,2317500,0,0
2022-05-16,54.41999816894531,57.130001068115234,54.34000015258789,56.59000015258789,1631900,0,0
2022-05-17,56.849998474121094,59.47999954223633,55.97999954223633,59.31999969482422,2215100,0,0
2022-05-18,59.41999816894531,60.255001068115234,56.93000030517578,57.279998779296875,4609100,0,0
2022-05-19,57.130001068115234,57.5099983215332,54.91999816894531,57.22999954223633,2181100,0,0
2022-05-20,57.5099983215332,58.939998626708984,55.4900016784668,56.650001525878906,2266200,0,0
2022-05-23,57.5,57.59000015258789,55.86000061035156,56.599998474121094,1581800,0,0
2022-05-24,56.54999923706055,57.36000061035156,55.06999969482422,56.779998779296875,1682300,0,0
2022-05-25,56.880001068115234,59.34000015258789,56.880001068115234,59.16999816894531,1974700,0,0
2022-05-26,59.18000030517578,63.042999267578125,59.16999816894531,62.470001220703125,3260100,0,0
2022-05-27,62.400001525878906,66.63999938964844,62.0,66.5999984741211,2793800,0,0
2022-05-31,65.54000091552734,66.38999938964844,61.369998931884766,63.52000045776367,1270890,0,0
