Period,Max Age,End Date,Growth,Earnings Estimate Avg,Earnings Estimate Low,Earnings Estimate High,Earnings Estimate Year Ago Eps,Earnings Estimate Number Of Analysts,Earnings Estimate Growth,Revenue Estimate Avg,Revenue Estimate Low,Revenue Estimate High,Revenue Estimate Number Of Analysts,Revenue Estimate Year Ago Revenue,Revenue Estimate Growth,Eps Trend Current,Eps Trend 7Days Ago,Eps Trend 30Days Ago,Eps Trend 60Days Ago,Eps Trend 90Days Ago,Eps Revisions Up Last7Days,Eps Revisions Up Last30Days,Eps Revisions Down Last30Days,Eps Revisions Down Last90Days
0Q,1,2022-04-30,0.18100001,6.71,5.78,7.26,5.68,20.0,0.18100001,13101800000.0,12720200000.0,13539000000.0,11.0,,,6.71,6.71,6.72,6.74,6.95,0.0,0.0,0.0,
+1Q,1,2022-07-31,0.318,7.01,6.6,7.37,5.32,20.0,0.318,12912800000.0,12525000000.0,13496400000.0,10.0,,,7.01,7.01,7.0,7.0,6.96,0.0,1.0,0.0,
0Y,1,2022-10-31,0.195,22.7,22.0,23.48,18.99,24.0,0.195,47460800000.0,47002400000.0,48208400000.0,12.0,39737000000.0,0.19399999,22.7,22.7,22.72,22.73,22.21,1.0,2.0,0.0,
+1Y,1,2023-10-31,0.155,26.22,24.03,29.15,22.7,25.0,0.155,51286600000.0,46823900000.0,54066300000.0,12.0,47460800000.0,0.081,26.22,26.22,26.2,25.85,25.2,1.0,3.0,0.0,
+5Y,1,,0.15100001,,,,,,,,,,,,,,,,,,,,,
-5Y,1,,0.11829001,,,,,,,,,,,,,,,,,,,,,
