Period,Max Age,End Date,Growth,Earnings Estimate Avg,Earnings Estimate Low,Earnings Estimate High,Earnings Estimate Year Ago Eps,Earnings Estimate Number Of Analysts,Earnings Estimate Growth,Revenue Estimate Avg,Revenue Estimate Low,Revenue Estimate High,Revenue Estimate Number Of Analysts,Revenue Estimate Year Ago Revenue,Revenue Estimate Growth,Eps Trend Current,Eps Trend 7Days Ago,Eps Trend 30Days Ago,Eps Trend 60Days Ago,Eps Trend 90Days Ago,Eps Revisions Up Last7Days,Eps Revisions Up Last30Days,Eps Revisions Down Last30Days,Eps Revisions Down Last90Days
0Q,1,2022-05-31,0.188,3.23,3.09,3.33,2.72,13.0,0.188,473080000.0,435000000.0,483660000.0,11.0,,,3.23,3.23,3.23,3.11,3.07,0.0,0.0,0.0,
+1Q,1,2022-08-31,0.255,3.3,3.08,3.4,2.63,13.0,0.255,484240000.0,450000000.0,494500000.0,11.0,411894000.0,0.176,3.3,3.3,3.3,3.19,3.15,0.0,0.0,0.0,
0Y,1,2022-08-31,0.26,13.05,12.88,13.22,10.36,14.0,0.26,1814320000.0,1737000000.0,1830300000.0,14.0,1591440000.0,0.14,13.05,13.05,13.05,12.51,12.43,0.0,0.0,0.0,
+1Y,1,2023-08-31,0.115,14.55,13.75,15.25,13.05,14.0,0.115,2037780000.0,1992840000.0,2080000000.0,14.0,1814320000.0,0.123,14.55,14.55,14.55,13.74,13.67,0.0,0.0,0.0,
+5Y,1,,0.15100001,,,,,,,,,,,,,,,,,,,,,
-5Y,1,,0.15003,,,,,,,,,,,,,,,,,,,,,
