Period,Max Age,End Date,Growth,Earnings Estimate Avg,Earnings Estimate Low,Earnings Estimate High,Earnings Estimate Year Ago Eps,Earnings Estimate Number Of Analysts,Earnings Estimate Growth,Revenue Estimate Avg,Revenue Estimate Low,Revenue Estimate High,Revenue Estimate Number Of Analysts,Revenue Estimate Year Ago Revenue,Revenue Estimate Growth,Eps Trend Current,Eps Trend 7Days Ago,Eps Trend 30Days Ago,Eps Trend 60Days Ago,Eps Trend 90Days Ago,Eps Revisions Up Last7Days,Eps Revisions Up Last30Days,Eps Revisions Down Last30Days,Eps Revisions Down Last90Days
0Q,1,2022-06-30,0.01,2.04,1.98,2.08,2.02,19.0,0.01,8723110000.0,8596800000.0,8852000000.0,16.0,,,2.04,2.04,2.05,2.08,2.08,0.0,7.0,1.0,
+1Q,1,2022-09-30,0.139,2.3,2.24,2.39,2.02,19.0,0.139,9157270000.0,8893100000.0,9285000000.0,16.0,8650430000.0,0.059,2.3,2.3,2.24,2.24,2.17,1.0,17.0,0.0,
0Y,1,2022-12-31,0.079,8.7,8.6,8.8,8.06,23.0,0.079,35975300000.0,35407200000.0,36320000000.0,22.0,34392000000.0,0.046,8.7,8.7,8.6,8.61,8.57,1.0,19.0,0.0,
+1Y,1,2023-12-31,0.122,9.76,9.49,10.6,8.7,22.0,0.122,38350800000.0,37820000000.0,39322800000.0,20.0,35975300000.0,0.066,9.76,9.75,9.7,9.63,9.56,1.0,12.0,0.0,
+5Y,1,,0.106000006,,,,,,,,,,,,,,,,,,,,,
-5Y,1,,0.08262999,,,,,,,,,,,,,,,,,,,,,
