Period,Max Age,End Date,Growth,Earnings Estimate Avg,Earnings Estimate Low,Earnings Estimate High,Earnings Estimate Year Ago Eps,Earnings Estimate Number Of Analysts,Earnings Estimate Growth,Revenue Estimate Avg,Revenue Estimate Low,Revenue Estimate High,Revenue Estimate Number Of Analysts,Revenue Estimate Year Ago Revenue,Revenue Estimate Growth,Eps Trend Current,Eps Trend 7Days Ago,Eps Trend 30Days Ago,Eps Trend 60Days Ago,Eps Trend 90Days Ago,Eps Revisions Up Last7Days,Eps Revisions Up Last30Days,Eps Revisions Down Last30Days,Eps Revisions Down Last90Days
0Q,1,2022-06-30,0.042,1.24,1.16,1.34,1.19,11.0,0.042,2051580000.0,2022080000.0,2110000000.0,9.0,1948000000.0,0.053000003,1.24,1.28,1.32,1.32,1.32,0.0,0.0,2.0,
+1Q,1,2022-09-30,0.055999998,1.32,1.28,1.39,1.25,11.0,0.055999998,2144370000.0,2116710000.0,2165100000.0,9.0,1931180000.0,0.11,1.32,1.33,1.36,1.36,1.36,0.0,0.0,2.0,
0Y,1,2022-12-31,0.087,5.11,5.04,5.25,4.7,14.0,0.087,8336440000.0,8292000000.0,8425000000.0,11.0,7776000000.0,0.072,5.11,5.12,5.17,5.17,5.21,0.0,0.0,2.0,
+1Y,1,2023-12-31,0.135,5.8,5.49,6.09,5.11,14.0,0.135,9086810000.0,8887000000.0,9272050000.0,13.0,8336440000.0,0.09,5.8,5.79,5.85,5.86,5.87,1.0,2.0,1.0,
+5Y,1,,0.1105,,,,,,,,,,,,,,,,,,,,,
-5Y,1,,0.20124,,,,,,,,,,,,,,,,,,,,,
