Period,Max Age,End Date,Growth,Earnings Estimate Avg,Earnings Estimate Low,Earnings Estimate High,Earnings Estimate Year Ago Eps,Earnings Estimate Number Of Analysts,Earnings Estimate Growth,Revenue Estimate Avg,Revenue Estimate Low,Revenue Estimate High,Revenue Estimate Number Of Analysts,Revenue Estimate Year Ago Revenue,Revenue Estimate Growth,Eps Trend Current,Eps Trend 7Days Ago,Eps Trend 30Days Ago,Eps Trend 60Days Ago,Eps Trend 90Days Ago,Eps Revisions Up Last7Days,Eps Revisions Up Last30Days,Eps Revisions Down Last30Days,Eps Revisions Down Last90Days
0Q,1,2022-06-30,-0.254,1.73,1.56,1.92,2.32,21.0,-0.254,789030000.0,759000000.0,835000000.0,14.0,724550000.0,0.088999994,1.73,1.73,1.61,1.51,1.47,1.0,14.0,0.0,
+1Q,1,2022-09-30,0.084,2.06,1.75,2.37,1.9,21.0,0.084,859670000.0,809200000.0,909000000.0,14.0,,,2.06,2.05,1.84,1.66,1.6,1.0,16.0,0.0,
0Y,1,2022-12-31,-0.12,7.35,6.56,8.3,8.35,23.0,-0.12,3247050000.0,3108000000.0,3456000000.0,18.0,2967000000.0,0.094,7.35,7.32,6.75,6.28,6.15,2.0,17.0,0.0,
+1Y,1,2023-12-31,0.256,9.23,7.08,11.28,7.35,22.0,0.256,3732850000.0,3537000000.0,4124000000.0,18.0,3247050000.0,0.15,9.23,9.21,8.51,7.93,7.73,1.0,15.0,0.0,
+5Y,1,,-0.107,,,,,,,,,,,,,,,,,,,,,
-5Y,1,,0.30651,,,,,,,,,,,,,,,,,,,,,
