Period,Max Age,End Date,Growth,Earnings Estimate Avg,Earnings Estimate Low,Earnings Estimate High,Earnings Estimate Year Ago Eps,Earnings Estimate Number Of Analysts,Earnings Estimate Growth,Revenue Estimate Avg,Revenue Estimate Low,Revenue Estimate High,Revenue Estimate Number Of Analysts,Revenue Estimate Year Ago Revenue,Revenue Estimate Growth,Eps Trend Current,Eps Trend 7Days Ago,Eps Trend 30Days Ago,Eps Trend 60Days Ago,Eps Trend 90Days Ago,Eps Revisions Up Last7Days,Eps Revisions Up Last30Days,Eps Revisions Down Last30Days,Eps Revisions Down Last90Days
0Q,1,2022-06-30,0.08,2.82,2.79,2.89,2.61,12.0,0.08,1012060000.0,990100000.0,1031000000.0,11.0,,,2.82,2.82,2.84,2.82,2.83,0.0,3.0,1.0,
+1Q,1,2022-09-30,0.088999994,2.94,2.78,3.04,2.7,12.0,0.088999994,1033450000.0,1015790000.0,1050900000.0,10.0,903200000.0,0.144,2.94,2.94,2.98,3.0,2.99,0.0,3.0,1.0,
0Y,1,2022-12-31,0.127,11.63,11.46,11.75,10.32,15.0,0.127,4046240000.0,4009850000.0,4070420000.0,14.0,3540160000.0,0.143,11.63,11.63,11.65,11.65,11.59,1.0,5.0,1.0,
+1Y,1,2023-12-31,0.152,13.4,12.77,13.71,11.63,15.0,0.152,4496650000.0,4400720000.0,4586000000.0,14.0,4046240000.0,0.111,13.4,13.38,13.38,13.41,13.35,2.0,7.0,0.0,
+5Y,1,,0.147,,,,,,,,,,,,,,,,,,,,,
-5Y,1,,0.15404001,,,,,,,,,,,,,,,,,,,,,
