Period,Max Age,End Date,Growth,Earnings Estimate Avg,Earnings Estimate Low,Earnings Estimate High,Earnings Estimate Year Ago Eps,Earnings Estimate Number Of Analysts,Earnings Estimate Growth,Revenue Estimate Avg,Revenue Estimate Low,Revenue Estimate High,Revenue Estimate Number Of Analysts,Revenue Estimate Year Ago Revenue,Revenue Estimate Growth,Eps Trend Current,Eps Trend 7Days Ago,Eps Trend 30Days Ago,Eps Trend 60Days Ago,Eps Trend 90Days Ago,Eps Revisions Up Last7Days,Eps Revisions Up Last30Days,Eps Revisions Down Last30Days,Eps Revisions Down Last90Days
0Q,1,2022-05-31,-0.065,0.87,0.73,0.97,0.93,25.0,-0.065,12338400000.0,11739000000.0,12720000000.0,23.0,12344000000.0,0.0,0.87,0.87,0.87,0.97,0.98,0.0,0.0,2.0,
+1Q,1,2022-08-31,0.103,1.28,1.01,1.45,1.16,21.0,0.103,13159300000.0,11834400000.0,13878000000.0,19.0,,,1.28,1.28,1.28,1.34,1.35,1.0,1.0,2.0,
0Y,1,2022-05-31,0.053000003,3.75,3.57,4.4,3.56,33.0,0.053000003,46840300000.0,46215000000.0,47196000000.0,33.0,44538000000.0,0.051999997,3.75,3.75,3.74,3.69,3.7,0.0,1.0,1.0,
+1Y,1,2023-05-31,0.24,4.65,4.05,5.2,3.75,33.0,0.24,52494000000.0,49698000000.0,54794000000.0,33.0,46840300000.0,0.12100001,4.65,4.65,4.64,4.75,4.8,1.0,2.0,2.0,
+5Y,1,,0.1534,,,,,,,,,,,,,,,,,,,,,
-5Y,1,,0.083850004,,,,,,,,,,,,,,,,,,,,,
