Period,Max Age,End Date,Growth,Earnings Estimate Avg,Earnings Estimate Low,Earnings Estimate High,Earnings Estimate Year Ago Eps,Earnings Estimate Number Of Analysts,Earnings Estimate Growth,Revenue Estimate Avg,Revenue Estimate Low,Revenue Estimate High,Revenue Estimate Number Of Analysts,Revenue Estimate Year Ago Revenue,Revenue Estimate Growth,Eps Trend Current,Eps Trend 7Days Ago,Eps Trend 30Days Ago,Eps Trend 60Days Ago,Eps Trend 90Days Ago,Eps Revisions Up Last7Days,Eps Revisions Up Last30Days,Eps Revisions Down Last30Days,Eps Revisions Down Last90Days
0Q,1,2022-06-30,-0.107,5.0,4.72,5.42,5.6,19.0,-0.107,9993060000.0,9516000000.0,10298000000.0,16.0,9273000000.0,0.078,5.0,5.02,5.46,5.46,5.48,0.0,0.0,1.0,
+1Q,1,2022-09-30,-0.128,5.02,4.82,5.31,5.76,19.0,-0.128,10019800000.0,9797000000.0,10263000000.0,16.0,8392830000.0,0.19399999,5.02,5.02,5.18,5.18,5.2,0.0,2.0,1.0,
0Y,1,2022-12-31,-0.093,22.8,22.52,23.66,25.13,20.0,-0.093,42617600000.0,42366000000.0,43244100000.0,19.0,39211000000.0,0.087,22.8,22.77,22.54,22.53,22.54,1.0,18.0,0.0,
+1Y,1,2023-12-31,0.074,24.48,23.45,25.3,22.8,19.0,0.074,44612800000.0,42828000000.0,46208700000.0,18.0,42617600000.0,0.047,24.48,24.42,24.27,24.3,24.26,2.0,13.0,0.0,
+5Y,1,,0.0937,,,,,,,,,,,,,,,,,,,,,
-5Y,1,,0.13046,,,,,,,,,,,,,,,,,,,,,
