Period,Max Age,End Date,Growth,Earnings Estimate Avg,Earnings Estimate Low,Earnings Estimate High,Earnings Estimate Year Ago Eps,Earnings Estimate Number Of Analysts,Earnings Estimate Growth,Revenue Estimate Avg,Revenue Estimate Low,Revenue Estimate High,Revenue Estimate Number Of Analysts,Revenue Estimate Year Ago Revenue,Revenue Estimate Growth,Eps Trend Current,Eps Trend 7Days Ago,Eps Trend 30Days Ago,Eps Trend 60Days Ago,Eps Trend 90Days Ago,Eps Revisions Up Last7Days,Eps Revisions Up Last30Days,Eps Revisions Down Last30Days,Eps Revisions Down Last90Days
0Q,1,2022-06-30,0.294,4.31,3.61,4.65,3.33,17.0,0.294,1397980000.0,1340000000.0,1448000000.0,14.0,1222490000.0,0.144,4.31,4.22,4.21,4.21,4.24,7.0,7.0,4.0,
+1Q,1,2022-09-30,0.188,5.05,4.67,5.75,4.25,17.0,0.188,1501890000.0,1444000000.0,1618890000.0,14.0,1279000000.0,0.174,5.05,4.93,4.92,4.92,4.84,9.0,9.0,2.0,
0Y,1,2022-09-30,0.33,16.13,14.85,17.59,12.13,17.0,0.33,5414790000.0,5311000000.0,5633830000.0,20.0,4798000000.0,0.129,16.13,15.86,15.85,15.85,15.87,10.0,10.0,1.0,
+1Y,1,2023-09-30,0.337,21.56,19.87,24.45,16.13,18.0,0.337,6019750000.0,5803990000.0,6310860000.0,19.0,5414790000.0,0.111999996,21.56,21.33,21.32,21.32,21.02,7.0,7.0,1.0,
+5Y,1,,0.24299999,,,,,,,,,,,,,,,,,,,,,
-5Y,1,,0.18184,,,,,,,,,,,,,,,,,,,,,
