Period,Max Age,End Date,Growth,Earnings Estimate Avg,Earnings Estimate Low,Earnings Estimate High,Earnings Estimate Year Ago Eps,Earnings Estimate Number Of Analysts,Earnings Estimate Growth,Revenue Estimate Avg,Revenue Estimate Low,Revenue Estimate High,Revenue Estimate Number Of Analysts,Revenue Estimate Year Ago Revenue,Revenue Estimate Growth,Eps Trend Current,Eps Trend 7Days Ago,Eps Trend 30Days Ago,Eps Trend 60Days Ago,Eps Trend 90Days Ago,Eps Revisions Up Last7Days,Eps Revisions Up Last30Days,Eps Revisions Down Last30Days,Eps Revisions Down Last90Days
0Q,1,2022-04-30,0.249,7.58,7.5,7.86,6.07,17.0,0.249,5514090000.0,5477850000.0,5544000000.0,15.0,,,7.58,7.58,7.47,7.48,7.14,0.0,1.0,0.0,
+1Q,1,2022-07-31,-0.513,0.96,0.88,1.17,1.97,17.0,-0.513,2110680000.0,2038000000.0,2479090000.0,15.0,2561000000.0,-0.176,0.96,0.96,1.05,1.04,1.12,0.0,0.0,0.0,
0Y,1,2022-07-31,0.19700001,11.66,11.51,12.15,9.74,17.0,0.19700001,12316300000.0,12231000000.0,12636900000.0,18.0,9633000000.0,0.27899998,11.66,11.66,11.68,11.68,11.7,0.0,0.0,0.0,
+1Y,1,2023-07-31,0.18200001,13.78,12.74,15.12,11.66,20.0,0.18200001,14197600000.0,13772000000.0,15317200000.0,19.0,12316300000.0,0.153,13.78,13.78,13.82,13.83,13.66,0.0,0.0,0.0,
+5Y,1,,0.16700001,,,,,,,,,,,,,,,,,,,,,
-5Y,1,,0.32511002,,,,,,,,,,,,,,,,,,,,,
