Period,Max Age,End Date,Growth,Earnings Estimate Avg,Earnings Estimate Low,Earnings Estimate High,Earnings Estimate Year Ago Eps,Earnings Estimate Number Of Analysts,Earnings Estimate Growth,Revenue Estimate Avg,Revenue Estimate Low,Revenue Estimate High,Revenue Estimate Number Of Analysts,Revenue Estimate Year Ago Revenue,Revenue Estimate Growth,Eps Trend Current,Eps Trend 7Days Ago,Eps Trend 30Days Ago,Eps Trend 60Days Ago,Eps Trend 90Days Ago,Eps Revisions Up Last7Days,Eps Revisions Up Last30Days,Eps Revisions Down Last30Days,Eps Revisions Down Last90Days
0Q,1,2022-06-30,0.018,1.66,1.27,1.94,1.63,13.0,0.018,2905170000.0,2570000000.0,3158050000.0,8.0,2534650000.0,0.146,1.66,1.67,1.73,1.69,1.74,0.0,2.0,1.0,
+1Q,1,2022-09-30,0.1,1.87,1.55,2.84,1.7,13.0,0.1,3114700000.0,2634130000.0,3508000000.0,8.0,3013000000.0,0.034,1.87,1.86,1.69,1.7,1.72,0.0,5.0,1.0,
0Y,1,2022-12-31,0.008,8.5,8.4,8.67,8.43,20.0,0.008,13296000000.0,12049000000.0,14480700000.0,15.0,12857000000.0,0.034,8.5,8.5,8.48,8.47,8.46,1.0,5.0,0.0,
+1Y,1,2023-12-31,0.054,8.96,8.8,9.23,8.5,21.0,0.054,13771600000.0,12492000000.0,14690000000.0,15.0,13296000000.0,0.036,8.96,8.96,8.95,8.92,8.93,1.0,4.0,0.0,
+5Y,1,,0.0683,,,,,,,,,,,,,,,,,,,,,
-5Y,1,,0.03173,,,,,,,,,,,,,,,,,,,,,
